ch_ref,ch_fow,amp_ref,amp_fow,thr_ref,thr_fow,ratio_ref,ratio_fow,width_ref,width_fow,p_ref,p_fow,latency,distance,detect_probability
J11,M7,31.7222222222222,6.64646464646465,19.5285989262864,17.718795255076,1.62439826543432,0.375108157794227,3.28170014387,3.41620557185946,43.4949494949495,8.93434343434343,0.9,500,0.252525252525253
J11,M8,31.7222222222222,9.34848484848485,19.5285989262864,18.6416962477114,1.62439826543432,0.50148252199059,3.28170014387,3.04589886602462,43.4949494949495,12.4191919191919,0.8,424.264068711929,0.272727272727273
J11,K8,31.7222222222222,10.6969696969697,19.5285989262864,20.9101649165459,1.62439826543432,0.511567925918429,3.28170014387,3.82264530479112,43.4949494949495,17.9621212121212,0.2,316.227766016838,0.366161616161616
J11,K9,31.7222222222222,6.56313131313131,19.5285989262864,18.0506852843807,1.62439826543432,0.363594578805848,3.28170014387,7.12965833739859,43.4949494949495,8.4469696969697,0.3,223.606797749979,0.186868686868687
J11,K11,31.7222222222222,4.42424242424242,19.5285989262864,21.761052874149,1.62439826543432,0.203310127034257,3.28170014387,4.15106711090499,43.4949494949495,9.39646464646465,0.2,100,0.184343434343434
J11,H12,31.7222222222222,6.10606060606061,19.5285989262864,17.0146003213371,1.62439826543432,0.358871821302985,3.28170014387,3.26300562768713,43.4949494949495,9.03535353535354,0.15,141.42135623731,0.247474747474747
L3,H2,55.6572280178838,5.53750620963736,19.6448006675355,16.943924778606,2.83317855751326,0.326813668143122,3.50492462476686,5.81756214214849,63.8380526577248,6.02036761053154,0.4,316.227766016838,0.211127670144064
L3,L5,55.6572280178838,16.2424242424242,19.6448006675355,19.1449851343692,2.83317855751326,0.848390538223283,3.50492462476686,3.48912989633254,63.8380526577248,20.8464977645306,0.05,200,0.310978638847491
L3,M6,55.6572280178838,9.77198211624441,19.6448006675355,18.5391906618155,2.83317855751326,0.527098636315953,3.50492462476686,7.38879875206171,63.8380526577248,10.1097863884749,0.05,316.227766016838,0.105812220566319
H9,F12,30.3251028806584,7.53360768175583,19.2269061120601,18.3594831062456,1.57722218561399,0.410338768153719,3.8476058428005,4.0616710473436,39.9012345679012,8.18244170096022,0.45,360.555127546399,0.355281207133059
H9,F11,30.3251028806584,11.5980795610425,19.2269061120601,18.9826853615151,1.57722218561399,0.610982025997022,3.8476058428005,6.72836034767866,39.9012345679012,15.9053497942387,0.2,282.842712474619,0.344307270233196
H9,F9,30.3251028806584,11,19.2269061120601,20.5063538597321,1.57722218561399,0.536419105768015,3.8476058428005,5.44052855420714,39.9012345679012,19.3731138545953,0.1,200,0.37997256515775
H9,E12,30.3251028806584,7.61728395061728,19.2269061120601,18.8174690980271,1.57722218561399,0.404798536452275,3.8476058428005,4.40610469332184,39.9012345679012,10.3031550068587,0.5,424.264068711929,0.38957475994513
H9,E9,30.3251028806584,6.7037037037037,19.2269061120601,19.2395397378395,1.57722218561399,0.348433683708095,3.8476058428005,4.01161979492376,39.9012345679012,11.0137174211248,0.2,300,0.34156378600823
H9,D10,30.3251028806584,7.72290809327846,19.2269061120601,17.7166920273058,1.57722218561399,0.435911403854373,3.8476058428005,3.84137396871041,39.9012345679012,9.07270233196159,0.7,412.310562561766,0.293552812071331
H9,G6,30.3251028806584,10.082304526749,19.2269061120601,17.7172393837248,1.57722218561399,0.569067466346401,3.8476058428005,3.7294308847096,39.9012345679012,12.3566529492455,0.35,316.227766016838,0.141289437585734
H9,H5,30.3251028806584,3.85185185185185,19.2269061120601,19.7492949509711,1.57722218561399,0.195037436091482,3.8476058428005,4.2514117523704,39.9012345679012,6.87379972565158,0.7,400,0.197530864197531
H9,H7,30.3251028806584,18.8161865569273,19.2269061120601,19.6548681356961,1.57722218561399,0.957329574893174,3.8476058428005,3.16473633048897,39.9012345679012,24.6941015089163,0.25,200,0.374485596707819
